,id,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews
2633,16519721,Villa Urquiza,-34.57053,-58.48682,Entire home/apt,35000.0,2,5
2635,16527472,Recoleta,-34.59133529663086,-58.39448547363281,Entire home/apt,310560.0,1,178
2636,16531377,Palermo,-34.58588,-58.42386,Entire home/apt,48310.0,6,160
2637,16531551,Almagro,-34.60184,-58.42755,Entire home/apt,46210.0,1,0
2638,16538739,Recoleta,-34.58973,-58.39162,Entire home/apt,42009.0,10,6
2640,16554986,Saavedra,-34.54575,-58.47161,Entire home/apt,25205.0,4,75
2641,16555172,Palermo,-34.58153,-58.42647,Entire home/apt,43059.0,3,72
2643,16564386,Recoleta,-34.58434,-58.39952,Entire home/apt,80000.0,1,42
2644,16572072,Puerto Madero,-34.62171,-58.36447,Entire home/apt,59862.0,2,102
2654,16596094,San Telmo,-34.61865,-58.37629,Entire home/apt,33155.0,2,66
2656,16643256,Palermo,-34.57237,-58.43906,Private room,29711.0,2,59
2657,16647269,Colegiales,-34.56999,-58.44689,Private room,15753.0,15,2
2658,16647782,Belgrano,-34.55662,-58.45317,Private room,17854.0,6,12
2659,16648430,Palermo,-34.58676,-58.41345,Entire home/apt,141779.0,3,52
2660,16658146,Palermo,-34.58364,-58.41201,Entire home/apt,46357.0,4,49
2661,16669179,Recoleta,-34.58966,-58.38975,Entire home/apt,45758.0,2,370
2662,16672688,Retiro,-34.5985286,-58.37817020000001,Entire home/apt,35382.0,3,48
2663,16676145,Palermo,-34.58128,-58.41525,Entire home/apt,44256.0,4,188
2664,16685349,Recoleta,-34.59689,-58.40132,Entire home/apt,29406.0,4,37
2665,16685472,Caballito,-34.62344,-58.43842,Entire home/apt,90319.0,4,1
2666,16692038,Villa Urquiza,-34.57833,-58.48892,Entire home/apt,54611.0,3,11
2667,16699038,Palermo,-34.58504,-58.42621,Entire home/apt,262554.0,4,53
2668,16702516,Palermo,-34.58799,-58.41194,Entire home/apt,54013.0,2,93
2669,16702622,Almagro,-34.61181,-58.41756,Private room,525109.0,4,54
2670,16707517,Recoleta,-34.58946,-58.39427,Entire home/apt,44109.0,6,33
2671,16710009,Palermo,-34.59344,-58.42379,Entire home/apt,23105.0,60,18
2672,16719380,Monserrat,-34.61275,-58.37439,Entire home/apt,34657.0,2,98
2674,16745703,Palermo,-34.57998,-58.44075,Entire home/apt,48310.0,2,17
2675,16748183,Flores,-34.62465152375604,-58.45749794579384,Entire home/apt,60000.0,4,35
2676,16754932,San Nicolas,-34.60633,-58.38706,Entire home/apt,68264.0,3,18
2677,16760800,Recoleta,-34.59464,-58.39298,Entire home/apt,77863.0,2,208
2680,16775689,Palermo,-34.56654,-58.44191,Private room,21004.0,2,82
2682,16796945,Palermo,-34.58696,-58.42531,Entire home/apt,23105.0,4,86
2683,16805031,Villa Crespo,-34.60234,-58.43598,Private room,21004.0,2,289
2684,16805711,Palermo,-34.59096,-58.42775,Private room,41618.0,10,3
2686,16828903,Monserrat,-34.61307907104492,-58.3828353881836,Entire home/apt,27306.0,7,26
2687,16837569,Palermo,-34.58309,-58.42727,Entire home/apt,164285.0,1,43
2689,16842977,San Nicolas,-34.59894,-58.37639,Entire home/apt,50380.0,2,82
2690,16852156,Nuñez,-34.55522,-58.46851,Private room,12603.0,1,124
2691,16879440,San Nicolas,-34.60781,-58.38826,Entire home/apt,36758.0,4,44
2692,16882483,Palermo,-34.591839,-58.433598,Private room,16803.0,2,79
2693,16884453,Belgrano,-34.55958,-58.45391,Entire home/apt,40958.0,15,4
2694,16885200,Recoleta,-34.59137,-58.38896,Entire home/apt,109522.0,30,3
2695,16890667,Retiro,-34.5946215,-58.3854835,Entire home/apt,31507.0,15,0
2697,16908196,San Telmo,-34.61914,-58.37323,Private room,24155.0,2,178
2698,16916802,Constitucion,-34.61901,-58.37854,Private room,12603.0,5,14
2699,16921545,Palermo,-34.59283,-58.43067,Entire home/apt,66374.0,5,37
2700,16921858,San Nicolas,-34.60614,-58.38633,Entire home/apt,29259.0,3,12
2701,16922330,Palermo,-34.58901,-58.42015,Entire home/apt,37808.0,3,54
2704,16930588,Belgrano,-34.56024,-58.44591,Entire home/apt,74565.0,1,13
2706,16938889,Almagro,-34.59946,-58.42038,Private room,21004.0,6,22
2707,16946927,Palermo,-34.567955,-58.432297,Entire home/apt,40811.0,2,125
2708,16947260,Recoleta,-34.59477,-58.40017,Private room,21004.0,3,4
2709,16948366,Palermo,-34.57237,-58.43178,Entire home/apt,45012.0,2,349
2710,16952494,Almagro,-34.59897,-58.42275,Private room,18904.0,3,9
2711,16953263,Palermo,-34.59031,-58.41509,Entire home/apt,47260.0,7,17
2712,16974203,Palermo,-34.57805,-58.42384,Entire home/apt,52511.0,2,143
2714,16987859,Balvanera,-34.60858,-58.41109,Entire home/apt,30000.0,5,111
2715,16993274,Recoleta,-34.58655,-58.40424,Entire home/apt,31580.0,2,268
2716,16997177,Recoleta,-34.58625,-58.39631,Entire home/apt,36758.0,5,112
2717,17005861,Monserrat,-34.61292,-58.39085,Entire home/apt,41263.0,2,38
2718,17008892,San Nicolas,-34.59959,-58.39062,Entire home/apt,36758.0,3,149
2720,17020071,Belgrano,-34.55974,-58.44596,Entire home/apt,65859.0,1,11
2721,17021638,Palermo,-34.58964,-58.42571,Private room,20809.0,15,8
2722,17027255,Retiro,-34.59740447998047,-58.3784065246582,Entire home/apt,57016.0,3,153
2723,17029190,Recoleta,-34.58495,-58.39526,Private room,15753.0,2,58
2724,17071769,Retiro,-34.59405,-58.37408,Entire home/apt,28954.0,7,0
2726,17074751,Belgrano,-34.5526,-58.45569,Entire home/apt,31507.0,3,23
2727,17102990,Palermo,-34.58854,-58.4246,Entire home/apt,120775.0,7,108
2728,17106591,Recoleta,-34.59562,-58.41313,Private room,65713.0,3,2
2729,17111538,Belgrano,-34.56535,-58.45623,Entire home/apt,37808.0,6,32
2730,17123681,Palermo,-34.57949,-58.42846,Entire home/apt,36758.0,5,26
2733,17152878,Palermo,-34.57853,-58.432,Entire home/apt,31359.0,2,182
2734,17154415,Palermo,-34.573936462402344,-58.431739807128906,Entire home/apt,120029.0,1,149
2735,17155115,San Nicolas,-34.60099,-58.37446,Entire home/apt,21284.0,1,81
2739,17172399,Balvanera,-34.6082837,-58.3953775,Entire home/apt,41618.0,1,71
2740,17194367,Caballito,-34.60777,-58.44382,Entire home/apt,33607.0,1,69
2742,17216182,Palermo,-34.56897,-58.43251,Entire home/apt,33607.0,4,16
2743,17218603,Palermo,-34.58267,-58.44391,Entire home/apt,45159.0,1,85
2744,17220381,Recoleta,-34.592,-58.40678,Entire home/apt,57762.0,2,138
2745,17222439,Recoleta,-34.59873,-58.38869,Private room,25205.0,5,28
2746,17227036,Balvanera,-34.61023,-58.40179,Entire home/apt,24000.0,3,39
2747,17237146,Palermo,-34.57722,-58.43775,Entire home/apt,44109.0,2,68
2748,17246909,San Nicolas,-34.60138,-58.37265,Entire home/apt,27453.0,2,168
2749,17249576,Palermo,-34.58062,-58.41359,Entire home/apt,116574.0,2,55
2750,17265687,San Telmo,-34.61765,-58.36812,Entire home/apt,47260.0,4,118
2751,17268254,Palermo,-34.58612,-58.42423,Entire home/apt,43206.0,2,186
2752,17281446,Recoleta,-34.5924,-58.39525,Entire home/apt,50410.0,2,122
2753,17282064,Palermo,-34.57724,-58.43869,Entire home/apt,44109.0,2,25
2754,17282563,Caballito,-34.61134719848633,-58.433372497558594,Entire home/apt,39908.0,5,19
2755,17298718,San Cristobal,-34.61984,-58.39919,Entire home/apt,51475.0,4,60
2756,17298841,Palermo,-34.58336,-58.42998,Entire home/apt,109968.0,5,35
2757,17301648,Recoleta,-34.59056,-58.40979,Private room,24155.0,5,3
2758,17325753,Monserrat,-34.60946,-58.38197,Entire home/apt,25000.0,7,8
2760,17327795,San Telmo,-34.61988,-58.3705,Entire home/apt,41618.0,1,244
2761,17329503,Recoleta,-34.58299,-58.39878,Entire home/apt,63013.0,1,266
2762,17329644,Recoleta,-34.59359,-58.39242,Entire home/apt,34206.0,3,255
2763,17339042,Palermo,-34.58342,-58.44387,Entire home/apt,39908.0,3,147
2765,17385243,Recoleta,-34.59381,-58.39073,Entire home/apt,52511.0,15,30
2766,17386634,Constitucion,-34.62118,-58.37753,Entire home/apt,28356.0,3,40
2767,17401133,Palermo,-34.58966,-58.42231,Entire home/apt,49665.0,3,98
2768,17418148,Villa Crespo,-34.5968507,-58.4454945,Entire home/apt,30456.0,3,50
2769,17420900,Villa Crespo,-34.59224,-58.43509,Private room,185714.0,8,0
2770,17447626,Palermo,-34.58016,-58.43159,Entire home/apt,32294.0,6,55
2771,17461425,Recoleta,-34.59104,-58.39323,Entire home/apt,42009.0,3,2
2772,17475589,Palermo,-34.591124835645026,-58.41925455809003,Entire home/apt,87473.0,5,60
2773,17479240,Recoleta,-34.5835,-58.40579,Entire home/apt,52511.0,2,16
2774,17506375,Balvanera,-34.600929260253906,-58.39629364013672,Entire home/apt,50410.0,3,3
2775,17509477,Recoleta,-34.58888,-58.39912,Entire home/apt,31507.0,2,28
2776,17521557,Belgrano,-34.56604,-58.46811,Private room,15753.0,120,4
2777,17521978,Palermo,-34.59207,-58.42713,Entire home/apt,57909.0,2,189
2778,17529250,Caballito,-34.62427,-58.44845,Entire home/apt,82967.0,4,2
2779,17530141,Caballito,-34.61948,-58.44236,Entire home/apt,61963.0,4,5
2780,17543991,Palermo,-34.58405,-58.42485,Entire home/apt,42009.0,2,10
2781,17546183,San Nicolas,-34.60469,-58.38613,Entire home/apt,31507.0,10,5
2782,17547792,Caballito,-34.62429,-58.44119,Entire home/apt,31290.0,2,152
2783,17555521,Palermo,-34.58375,-58.44406,Entire home/apt,26255.0,3,197
2785,17571011,Palermo,-34.57771,-58.41298,Entire home/apt,51629.0,5,73
2786,17572590,San Nicolas,-34.6041,-58.37534,Entire home/apt,31507.0,2,224
2787,17574233,Villa Crespo,-34.59462,-58.44301,Entire home/apt,19954.0,1,304
2790,17591997,Villa Crespo,-34.59462,-58.44301,Entire home/apt,19954.0,1,279
2791,17616452,Palermo,-34.57886,-58.43096,Entire home/apt,63013.0,2,67
2792,17623876,Palermo,-34.58799,-58.42496,Entire home/apt,31507.0,2,396
2793,17635689,Palermo,-34.56236,-58.4404,Entire home/apt,26255.0,10,42
2794,17635799,Barracas,-34.62707,-58.37252,Entire home/apt,47407.0,1,391
2795,17639223,Almagro,-34.599952697753906,-58.41799545288086,Entire home/apt,36758.0,21,25
2796,17646812,Palermo,-34.58995,-58.41171,Entire home/apt,47260.0,1,9
2798,17656805,Palermo,-34.582210540771484,-58.43560409545898,Entire home/apt,32143.0,3,96
2799,17666178,Palermo,-34.59656,-58.41805,Entire home/apt,63013.0,2,55
2800,17670110,Balvanera,-34.60511,-58.41079,Entire home/apt,25205.0,2,137
2801,17673709,San Telmo,-34.61846160888672,-58.36989212036133,Entire home/apt,54611.0,3,6
2803,17683371,San Telmo,-34.61698,-58.37362,Entire home/apt,28476.0,7,58
2804,17696143,Villa Urquiza,-34.5783463,-58.4900543,Entire home/apt,41862.0,3,4
2805,17714897,Recoleta,-34.59689,-58.4082,Entire home/apt,44109.0,3,141
2806,17717079,Palermo,-34.58239,-58.42721,Entire home/apt,35707.0,4,115
2808,17737237,Recoleta,-34.59563,-58.3962,Entire home/apt,26854.0,3,129
2809,17744877,Recoleta,-34.58879872127026,-58.38918364659563,Entire home/apt,25804.0,4,13
2810,17747615,Recoleta,-34.58506,-58.39278,Entire home/apt,25804.0,2,238
2811,17752792,Retiro,-34.598026275634766,-58.376861572265625,Entire home/apt,29711.0,3,127
2812,17789974,Recoleta,-34.58767,-58.40779,Entire home/apt,60000.0,7,110
2813,17791040,Almagro,-34.60668,-58.42403,Private room,12603.0,5,60
2814,17793828,Nuñez,-34.55296,-58.45831,Entire home/apt,30603.0,2,7
2815,17794884,Belgrano,-34.55409,-58.45284,Entire home/apt,29406.0,2,4
2816,17806895,Retiro,-34.59745,-58.37847,Entire home/apt,74576.0,1,539
2818,17813772,Palermo,-34.58285,-58.42468,Entire home/apt,93469.0,14,17
2820,17825623,Puerto Madero,-34.60181,-58.3644,Entire home/apt,131277.0,14,0
2821,17827407,Puerto Madero,-34.60437,-58.36369,Entire home/apt,157533.0,15,0
2822,17835942,San Telmo,-34.62465,-58.3758,Entire home/apt,52511.0,28,28
2823,17856663,Palermo,-34.59226,-58.42263,Entire home/apt,25205.0,7,0
2824,17857543,Colegiales,-34.57726,-58.4468,Private room,18904.0,2,20
2825,17892234,San Nicolas,-34.59993,-58.37678,Entire home/apt,36758.0,2,111
2826,17905902,Belgrano,-34.5617,-58.44385,Entire home/apt,26255.0,3,126
2827,17909168,Palermo,-34.59201,-58.42357,Private room,18904.0,2,23
2828,17916831,Balvanera,-34.605464935302734,-58.3968505859375,Private room,12603.0,3,61
2830,17936807,Villa Crespo,-34.59461,-58.43693,Entire home/apt,52511.0,1,13
2831,17940447,Belgrano,-34.5573,-58.4523,Private room,15753.0,5,8
2832,17942818,Palermo,-34.58876,-58.41151,Entire home/apt,71562.0,3,249
2833,17943045,Balvanera,-34.60945,-58.39568,Private room,21004.0,7,10
2835,17958123,Palermo,-34.58275,-58.444,Entire home/apt,42009.0,4,5
2836,17958398,Palermo,-34.5881,-58.42344,Private room,23105.0,3,82
2837,17975861,Flores,-34.62282,-58.45717,Private room,13000.0,1,4
2838,17978165,Palermo,-34.5881,-58.42344,Private room,19954.0,3,116
2839,17979392,Palermo,-34.57843017578125,-58.43781280517578,Entire home/apt,110273.0,2,239
2840,17989531,Palermo,-34.58311,-58.40256,Private room,52511.0,2,4
2841,17991101,Palermo,-34.59008,-58.43227,Entire home/apt,57457.0,2,271
2842,17991838,Monserrat,-34.61486,-58.37711,Entire home/apt,36968.0,5,28
2843,17993325,Villa Crespo,-34.59128,-58.43493,Private room,40700.0,1,77
2844,17994181,Monserrat,-34.61311340332031,-58.38466262817383,Entire home/apt,48615.0,1,139
2845,18002473,Palermo,-34.5802,-58.43259,Entire home/apt,31507.0,3,26
2846,18002843,Palermo,-34.59122,-58.41509,Entire home/apt,47260.0,2,61
2847,18007223,Constitucion,-34.6229,-58.38871,Private room,11699.0,3,51
2848,18008306,Monserrat,-34.61557,-58.380329,Entire home/apt,36758.0,1,195
2849,18014101,Palermo,-34.58586,-58.43806,Entire home/apt,36905.0,2,39
2850,18014402,Palermo,-34.57977,-58.41551,Private room,31507.0,1,5
2851,18016256,Palermo,-34.58668,-58.42711,Entire home/apt,38165.0,7,8
2852,18023353,Retiro,-34.59739,-58.3788,Entire home/apt,22055.0,5,42
2853,18032649,San Nicolas,-34.59975,-58.38311,Private room,26255.0,15,7
2854,18034517,Palermo,-34.57543,-58.42159,Entire home/apt,200000.0,2,7
2855,18038452,Villa Crespo,-34.59316,-58.43351,Entire home/apt,262554.0,7,16
2856,18053393,Recoleta,-34.59013,-58.40318,Entire home/apt,99771.0,3,3
2857,18056296,Balvanera,-34.614929,-58.392166,Entire home/apt,23252.0,2,48
2858,18076854,San Nicolas,-34.60675,-58.37857,Private room,40429.0,2,16
2859,18104131,Palermo,-34.5809440612793,-58.43120956420898,Entire home/apt,33891.0,2,208
2861,18140268,San Nicolas,-34.60772,-58.37731,Entire home/apt,30897.0,3,200
2863,18155663,Palermo,-34.58926,-58.42452,Entire home/apt,99771.0,7,23
2865,18158265,San Nicolas,-34.60537,-58.39121,Entire home/apt,55662.0,3,7
2866,18170253,Recoleta,-34.5871,-58.39544,Entire home/apt,27316.0,3,183
2867,18173561,Recoleta,-34.58974075317383,-58.3875617980957,Entire home/apt,315065.0,3,63
2868,18176220,Almagro,-34.59887,-58.41847,Private room,12603.0,1,42
2869,18181243,Constitucion,-34.62293,-58.38773,Private room,11699.0,3,53
2871,18215619,Recoleta,-34.5911298,-58.3995931,Entire home/apt,34143.0,2,28
2873,18226897,Recoleta,-34.59343,-58.39711,Entire home/apt,68264.0,6,34
2874,18227737,Recoleta,-34.59655,-58.40866,Entire home/apt,31507.0,1,277
2875,18228775,Recoleta,-34.58544,-58.39702,Entire home/apt,31507.0,6,17
2876,18228901,Palermo,-34.5778,-58.41381,Entire home/apt,30152.0,3,183
2877,18240588,Palermo,-34.58092,-58.44024,Entire home/apt,30456.0,3,62
2878,18246682,Recoleta,-34.59495,-58.39138,Entire home/apt,115524.0,21,26
2879,18252967,Palermo,-34.58067,-58.43474,Entire home/apt,49812.0,1,316
2880,18268135,Saavedra,-34.55231,-58.47456,Entire home/apt,82141.0,7,9
2881,18273051,Recoleta,-34.59956,-58.39518,Entire home/apt,52511.0,2,68
2882,18286925,Recoleta,-34.59265,-58.41194,Entire home/apt,32557.0,5,1
2883,18303520,Recoleta,-34.59585,-58.39429,Entire home/apt,66164.0,7,8
2884,18309512,Retiro,-34.59811,-58.37585,Entire home/apt,30005.0,3,32
2885,18327365,Palermo,-34.59415,-58.42121,Entire home/apt,63013.0,1,22
2886,18330910,Parque Avellaneda,-34.64001,-58.47584,Entire home/apt,37808.0,3,5
2887,18341682,Almagro,-34.60144,-58.41662,Entire home/apt,42009.0,21,6
2888,18354301,Balvanera,-34.60943,-58.39306,Entire home/apt,34962.0,4,44
2889,18357703,San Telmo,-34.6265195,-58.3716828,Private room,42009.0,3,3
2890,18360832,Palermo,-34.57937,-58.44045,Entire home/apt,37661.0,4,90
2891,18385058,Boca,-34.62917,-58.3607,Entire home/apt,52511.0,4,18
2892,18385664,Villa Crespo,-34.59462,-58.44301,Entire home/apt,20406.0,1,170
2893,18391491,Colegiales,-34.57877,-58.4407,Entire home/apt,304563.0,4,51
2894,18404439,Monserrat,-34.61695,-58.3866,Entire home/apt,23105.0,7,65
2895,18441585,San Nicolas,-34.60275,-58.3795,Private room,16803.0,5,48
2896,18448257,Recoleta,-34.59663,-58.39062,Entire home/apt,29711.0,3,33
2897,18450846,Recoleta,-34.5871649,-58.38813649999999,Entire home/apt,22653.0,1,12
2901,18488617,San Nicolas,-34.60223,-58.37256,Entire home/apt,42009.0,2,6
2902,18506225,Constitucion,-34.62497,-58.3771,Entire home/apt,38259.0,1,383
2903,18507588,San Cristobal,-34.62008,-58.39712,Private room,15333.0,2,25
2904,18517386,Belgrano,-34.5681,-58.456,Entire home/apt,16803.0,21,57
2905,18525738,Villa Urquiza,-34.57302,-58.48687,Entire home/apt,28356.0,4,32
2906,18526638,Recoleta,-34.59369,-58.40122,Entire home/apt,31507.0,5,31
2908,18528867,Balvanera,-34.60981,-58.39462,Entire home/apt,48310.0,3,46
2909,18550383,Belgrano,-34.55244,-58.45175,Entire home/apt,16582.0,15,48
2910,18566939,Recoleta,-34.58954,-58.40433,Entire home/apt,30456.0,2,123
2911,18586686,Coghlan,-34.55904,-58.48095,Entire home/apt,59862.0,2,8
2912,18595243,Recoleta,-34.59442,-58.4066,Entire home/apt,105022.0,5,123
2913,18612883,Palermo,-34.58804,-58.43142,Entire home/apt,81770.0,3,46
2914,18625865,Villa Crespo,-34.597957611083984,-58.44239044189453,Entire home/apt,21904.0,4,30
2915,18630746,Recoleta,-34.58404,-58.40127,Entire home/apt,34657.0,15,37
2916,18647226,Palermo,-34.58963,-58.43259,Entire home/apt,441091.0,7,7
2917,18649638,Palermo,-34.58495,-58.42583,Entire home/apt,630130.0,4,3
2918,18684723,Palermo,-34.58439,-58.43819,Entire home/apt,43059.0,3,2
2919,18686861,Palermo,-34.5875,-58.42288,Entire home/apt,36758.0,2,49
2920,18690036,San Nicolas,-34.60201,-58.391,Entire home/apt,54611.0,3,2
2921,18690562,Palermo,-34.59012,-58.43393,Private room,27306.0,2,329
2922,18691391,Palermo,-34.58218,-58.42322,Entire home/apt,23105.0,20,125
2923,18704161,Palermo,-34.57881,-58.43334,Entire home/apt,37661.0,1,161
2924,18719050,Palermo,-34.58232,-58.40776,Entire home/apt,57762.0,3,52
2929,18768216,Villa Crespo,-34.59874,-58.44539,Entire home/apt,49360.0,5,1
2930,18795069,Monserrat,-34.61655,-58.38381,Private room,10502.0,2,226
2931,18808780,Villa Crespo,-34.59342,-58.43458,Private room,40700.0,1,60
2932,18823544,San Nicolas,-34.6048,-58.39081,Private room,21004.0,4,5
2933,18833904,San Telmo,-34.621,-58.37148,Entire home/apt,70365.0,3,34
2934,18841938,Monserrat,-34.61091,-58.37412,Entire home/apt,53819.0,3,178
2935,18843415,Retiro,-34.59443,-58.38594,Entire home/apt,61963.0,3,36
2936,18855866,Chacarita,-34.58559,-58.45084,Private room,26255.0,7,0
2937,18856153,Palermo,-34.56597,-58.44297,Entire home/apt,42009.0,2,330
2939,18878748,Recoleta,-34.59491,-58.39208,Entire home/apt,30152.0,2,102
2940,18891799,San Telmo,-34.61683,-58.36829,Entire home/apt,63013.0,4,72
2941,18897004,San Telmo,-34.61615,-58.374943,Entire home/apt,36758.0,4,81
2942,18908459,Retiro,-34.59338,-58.38393,Entire home/apt,40507.0,2,72
2944,18933400,Palermo,-34.58404,-58.44044,Entire home/apt,37524.0,3,38
2945,18934468,Monserrat,-34.61505,-58.37603,Entire home/apt,36758.0,4,99
2946,18942088,Belgrano,-34.5654261,-58.4619999,Entire home/apt,50410.0,7,0
2947,18950825,Villa Crespo,-34.59323,-58.43197,Entire home/apt,29858.0,2,173
2949,18959752,Parque Patricios,-34.63826,-58.39419,Private room,19954.0,3,1
2950,18969058,Villa Urquiza,-34.56907,-58.47714,Entire home/apt,39908.0,2,14
2952,18987215,Recoleta,-34.58784,-58.38985,Entire home/apt,168035.0,1,4
2953,18992087,Palermo,-34.58696,-58.42438,Entire home/apt,39005.0,2,385
2954,19017726,Palermo,-34.58903,-58.41681,Entire home/apt,42714.0,25,14
2955,19020059,Almagro,-34.60155,-58.42608,Private room,19954.0,5,79
2956,19027030,San Nicolas,-34.60243,-58.37807,Entire home/apt,122277.0,2,291
2957,19028456,Villa Crespo,-34.59462,-58.44301,Entire home/apt,19954.0,1,264
2958,19031973,Belgrano,-34.55782,-58.44333,Entire home/apt,73515.0,15,96
2959,19056080,Palermo,-34.58522,-58.42533,Entire home/apt,40958.0,3,145
2960,19065389,Villa Crespo,-34.59498,-58.43295,Entire home/apt,36758.0,3,28
2961,19069499,Constitucion,-34.62049,-58.37775,Entire home/apt,32252.0,15,16
2962,19070486,Paternal,-34.60059,-58.46241,Private room,16499.0,7,2
2963,19085980,Recoleta,-34.59109,-58.39364,Entire home/apt,33155.0,4,156
2964,19117548,Palermo,-34.58856,-58.42327,Entire home/apt,31507.0,2,26
2965,19121856,Palermo,-34.59225,-58.4143,Entire home/apt,26707.0,2,18
2966,19121867,Palermo,-34.58281,-58.42131,Private room,17854.0,1,98
2967,19130985,Palermo,-34.58463,-58.42043,Entire home/apt,200000.0,3,115
2968,19131886,Almagro,-34.6124282,-58.41366790000001,Entire home/apt,24008.0,2,6
2970,19152938,Monserrat,-34.6148,-58.39121,Entire home/apt,48310.0,3,3
2971,19155901,Caballito,-34.60951,-58.43191,Entire home/apt,26255.0,5,82
2972,19156531,Almagro,-34.599,-58.41866,Entire home/apt,42009.0,21,12
2973,19158108,Puerto Madero,-34.61388,-58.36233,Entire home/apt,131277.0,15,0
2974,19158621,Villa Crespo,-34.59257,-58.44089,Entire home/apt,19954.0,3,32
2975,19158702,Palermo,-34.58194,-58.42706,Entire home/apt,210043.0,1,4
2976,19176724,San Nicolas,-34.60009,-58.3782,Entire home/apt,44109.0,2,55
2977,19194945,Palermo,-34.5776,-58.41147,Entire home/apt,111323.0,4,43
2979,19213324,Recoleta,-34.59446,-58.3964,Entire home/apt,72465.0,7,39
2980,19213393,Villa Devoto,-34.59704,-58.50308,Entire home/apt,164283.0,7,0
2981,19226188,Nuñez,-34.55547,-58.46941,Entire home/apt,23105.0,3,90
2982,19226983,Palermo,-34.57484817504883,-58.4390754699707,Entire home/apt,34657.0,14,13
2983,19229787,San Nicolas,-34.60023,-58.37556,Entire home/apt,50410.0,3,12
2984,19239547,Coghlan,-34.56389,-58.47142,Entire home/apt,30456.0,4,3
2985,19264087,Palermo,-34.58281,-58.42829,Entire home/apt,36012.0,2,52
2986,19267908,Recoleta,-34.59192,-58.39571,Entire home/apt,44109.0,1,13
2987,19285447,Palermo,-34.5912,-58.42788,Entire home/apt,63160.0,4,196
2988,19289870,Palermo,-34.59208,-58.42353,Entire home/apt,51461.0,2,119
2990,19291987,Palermo,-34.5721467528454,-58.4373356150206,Entire home/apt,31507.0,10,27
2992,19293036,San Nicolas,-34.6008,-58.37724,Entire home/apt,31507.0,3,177
2993,19295746,Palermo,-34.58115,-58.43488,Entire home/apt,29259.0,4,251
2994,19300662,Palermo,-34.5735,-58.41983,Entire home/apt,105022.0,5,17
2995,19303607,Recoleta,-34.58977,-58.40143,Entire home/apt,47260.0,3,11
2996,19306080,Palermo,-34.5826,-58.42614,Entire home/apt,44109.0,2,282
2997,19306599,Palermo,-34.5826,-58.42614,Entire home/apt,57016.0,2,341
2998,19313521,Parque Patricios,-34.63032,-58.40085,Entire home/apt,31507.0,3,63
2999,19314256,Villa Crespo,-34.60104,-58.43202,Entire home/apt,25000.0,2,96
3000,19314722,Almagro,-34.59788,-58.42358,Entire home/apt,55063.0,7,52
3001,19316735,Palermo,-34.58086,-58.43529,Entire home/apt,18610.0,2,230
3002,19317013,Palermo,-34.58077,-58.43335,Entire home/apt,25940.0,2,189
3003,19320711,Belgrano,-34.56547,-58.45545,Entire home/apt,38333.0,3,46
3004,19324493,Palermo,-34.58438,-58.44423,Entire home/apt,26108.0,2,148
3005,19326614,Palermo,-34.58035,-58.43355,Entire home/apt,22517.0,2,334
3007,19332333,Palermo,-34.58521,-58.41564,Entire home/apt,84017.0,30,62
3008,19333041,Palermo,-34.57883,-58.43377,Entire home/apt,21099.0,2,337
3010,19341872,Villa Crespo,-34.60299,-58.44433,Private room,21904.0,4,40
3011,19346990,Balvanera,-34.61236,-58.41347,Entire home/apt,48762.0,2,2
3012,19347640,Palermo,-34.59129,-58.4161,Entire home/apt,52511.0,5,1
3013,19347678,Caballito,-34.61478,-58.43168,Entire home/apt,66017.0,7,2
3014,19376589,Palermo,-34.58402,-58.42407,Entire home/apt,67518.0,1,100
3015,19376677,Palermo,-34.58606,-58.42091,Entire home/apt,25888.0,5,74
3016,19379662,Palermo,-34.5912,-58.42788,Entire home/apt,51009.0,2,241
3017,19380191,Palermo,-34.5912,-58.42788,Entire home/apt,189039.0,2,50
3018,19387253,Palermo,-34.5805,-58.43508,Entire home/apt,21099.0,2,259
3019,19388009,Belgrano,-34.56001,-58.46552,Entire home/apt,28614.0,1,14
3021,19390923,Monserrat,-34.61168,-58.38331,Entire home/apt,57457.0,3,126
3023,19418390,Retiro,-34.59524,-58.38025,Entire home/apt,68264.0,4,6
3024,19431170,Palermo,-34.58396,-58.42329,Entire home/apt,39908.0,1,185
3025,19431390,Chacarita,-34.58897,-58.44099,Entire home/apt,31507.0,4,1
3027,19433854,Palermo,-34.58205,-58.42397,Entire home/apt,55514.0,1,70
3028,19434115,Recoleta,-34.59956,-58.39433,Entire home/apt,39908.0,2,5
3029,19434277,Palermo,-34.58238,-58.42422,Entire home/apt,54968.0,1,125
3030,19434566,Palermo,-34.58022,-58.4337,Entire home/apt,19471.0,2,285
3031,19435232,Palermo,-34.58056,-58.43365,Entire home/apt,21099.0,2,362
3032,19435928,Palermo,-34.58056,-58.43328,Entire home/apt,23661.0,2,288
3033,19436178,Palermo,-34.57904,-58.43376,Entire home/apt,21099.0,2,304
3034,19451590,Villa Crespo,-34.58989,-58.43886,Private room,21004.0,1,68
3035,19456325,Villa Crespo,-34.60087,-58.44631,Private room,21904.0,2,39
3036,19457724,Villa Crespo,-34.60277,-58.44426,Private room,19714.0,4,8
3037,19457897,Villa Crespo,-34.60289,-58.44561,Private room,21904.0,4,16
